0.60045,0.48469000000000000,0.47629,-17.389,35.819,-81.35600000000000,-0.20123,-0.19594,0.96209,-68.98100000000000,7.5513,-48.98,-0.17622000000000000,0.9797900000000000,0.084329,9.8697,-3.0083,-11.218,-0.050303,-0.87264,-0.25267,-69.42400000000000,11.188000000000000,-14.753
0.6121800000000000,0.43258,0.49262,-12.629000000000000,38.016,-78.793,-0.2562,-0.20805,0.89776,-58.729,15.241,-47.516000000000000,-0.15515,0.94158,0.10769000000000000,10.236,-5.5714,-10.486000000000000,-0.062308,-0.8456600000000000,-0.2683,-67.96,9.7235,-13.288
0.60827,0.3925,0.50488,-4.5733,40.213,-76.23,-0.28761,-0.27671,0.8213600000000000,-40.786,15.607000000000000,-47.516000000000000,-0.1425,0.95304,0.12326,12.433,-6.3038,-10.486000000000000,-0.070312,-0.8533700000000000,-0.2683,-67.96,11.188000000000000,-13.288
0.6160800000000000,0.34841,0.55389,3.8486,42.044,-73.667,-0.35044000000000000,-0.22421,0.7892,-20.647,8.6498,-41.657,-0.113,0.93776,0.17388,13.898,-5.5714,-9.7535,-0.074314,-0.81096,-0.31518,-66.495,11.188000000000000,-13.288
0.6121800000000000,0.29631,0.5906400000000000,13.003,43.875,-72.202,-0.40934,-0.25248000000000000,0.74497,3.5196,6.0866,-40.925,-0.11722,0.91865,0.16609000000000000,14.63,-4.1068,-9.0212,-0.062308,-0.7801100000000000,-0.33081,-63.566,11.188000000000000,-11.824000000000000
0.59655,0.26424000000000000,0.6192300000000000,21.058000000000000,44.973,-70.005,-0.44861,-0.22421,0.6685800000000000,25.49,-0.8705200000000000,-36.531,-0.113,0.9071900000000000,0.1583,15.728,-2.2759,-8.2889,-0.02229,-0.78397,-0.32691,-62.101000000000000,11.188000000000000,-10.359000000000000
0.55356,0.31635,0.6641600000000000,26.917000000000000,45.339,-68.17400000000000,-0.48395,-0.19998,0.62034,44.896,-11.856,-33.967,-0.13829,0.91101,0.13494,18.292,-0.44509,-7.9227,-0.014286000000000000,-0.78782,-0.32300000000000000,-62.101000000000000,9.7235,-8.8945
0.55747,0.35242000000000000,0.68867,31.677,47.17,-65.611,-0.49573,-0.13536000000000000,0.62838,57.712000000000000,-24.305,-28.475,-0.17201,0.95686,0.064861,17.193000000000000,-0.81126,-5.3596,-0.0062821000000000000,-0.7955400000000000,-0.30737,-59.172,11.188000000000000,-7.4298
0.49104,0.4406,0.71317,40.465,49.733000000000000,-63.048,-0.48395,-0.074776,0.6525,63.937,-33.825,-23.715,-0.1973,0.9797900000000000,0.014246,10.968,-6.6699,-1.6979,-0.02229,-0.76855,-0.31128,-57.707,11.188000000000000,-5.9651
0.44806,0.54481,0.67233,46.69,52.297,-59.386,-0.44076000000000000,-0.038427000000000000,0.67662,59.909,-40.05,-17.856000000000000,-0.20573000000000000,0.9759700000000000,0.0025661,9.8697,-14.726000000000000,0.13294,-0.018288,-0.76084,-0.32691,-57.707,9.7235,-3.0358
0.39726,0.62497,0.70092,47.788000000000000,52.663000000000000,-57.555,-0.39364,0.014076000000000000,0.74095,48.192,-41.515,-12.73,-0.17201,0.99125,0.025927,16.827,-20.584,0.13294,-0.026292000000000000,-0.7955400000000000,-0.30737,-54.778,9.7235,-1.5711
0.35037000000000000,0.70914,0.705,41.93,51.93,-56.457,-0.3583,-0.03035,0.7771400000000000,27.32,-37.121,-6.8711,-0.15515,1.0065,0.064861,24.883000000000000,-23.514,0.13294,-0.050303,-0.80325,-0.32691,-53.313,9.7235,-1.5711
0.31911,0.74922,0.68458,33.142000000000000,50.832,-56.457,-0.33474,-0.078815,0.7892,-0.87436,-35.656,-2.8433,-0.070851,1.0524,0.10769000000000000,31.107,-21.317000000000000,0.8652700000000000,-0.030293,-0.8302300000000000,-0.34644,-53.313,6.7942,2.8229
